1,증오의 여왕,Hate Queen,100001,10,10,1,1000,500,10,0.2,1.5,300001,300025,300026,0,0,10000
2,지옥의 군주,Hell Lord,100002,10,10,1,1000,500,10,0.2,1.5,300002,300027,300029,0,0,10000
3,프로스트 리치,Frost Lich,100003,10,10,1,1000,500,10,0.2,1.5,300003,300030,300032,0,0,10000
4,오크거너,OrkGunner,100004,2,1,1,1000,0,0,0.2,1.5,300011,300034,0,330001,330018,10000
5,오크전사,OrkWarrior,100005,2,1,1,1000,0,0,0.2,1.5,300019,300036,0,330001,330022,10000
6,사이클롭스,Cyclops,100006,4,1,1,1000,0,0,0.2,1.5,300004,300037,0,330001,330022,10000
7,고블린,Goblin,100007,1,1,1,1000,0,0,0.2,1.5,300015,300038,0,330003,330018,10000
8,놀전사,NolWarrior,100008,1,1,1,1000,0,0,0.2,1.5,300004,300039,0,330003,330022,10000
9,트롤주술사,TrollShamen,100009,4,1,1,1000,0,0,0.2,1.5,300016,300040,0,330003,330026,10000
10,스파크몬,Sparkmon,100010,1,1,1,1000,0,0,0.2,1.5,300012,300041,0,330005,330026,10000
11,살라맨더,Salamander,100011,3,1,1,1000,0,0,0.2,1.5,300005,300042,0,330005,330018,10000
12,라바골렘,LavaGolem,100012,3,1,1,1000,0,0,0.2,1.5,300008,300043,0,330005,330028,10000
13,케르베로스,Cerberos,100013,1,1,1,1000,0,0,0.2,1.5,300006,300044,0,330007,330018,10000
14,발록,Balrog,100014,4,1,1,1000,0,0,0.2,1.5,300014,300045,0,330007,330028,10000
15,미노타우로스,Minotaurus,100015,2,1,1,1000,0,0,0.2,1.5,300004,300046,0,330007,330022,10000
16,사티로스,Satyr,100016,2,1,1,1000,0,0,0.2,1.5,300017,300048,0,330007,330020,10000
17,그림리퍼,GrimReaper,100017,1,1,1,1000,0,0,0.2,1.5,300007,300050,0,330009,330024,10000
18,데스나이트,DarkNight,100018,5,1,1,1000,0,0,0.2,1.5,300009,300051,0,330009,330030,10000
19,다크소울,DarkSoul,100019,3,1,1,1000,0,0,0.2,1.5,300007,300055,0,330009,330024,10000
20,스톤골렘,StoneGolem,100020,2,1,1,1000,0,0,0.2,1.5,300008,300056,0,330011,330028,10000
21,파이어데몬,FireDemon,100021,3,1,1,1000,0,0,0.2,1.5,300006,300057,0,330011,330026,10000
22,박쥐,Bat,100022,1,1,1,1000,0,0,0.2,1.5,300006,300058,0,330012,330024,10000
23,늑대,Wolf,100023,2,1,1,1000,0,0,0.2,1.5,300006,300059,0,330012,330018,10000
24,파이트베어,FightBear,100024,3,1,1,1000,0,0,0.2,1.5,300006,300060,0,330012,330022,10000
25,광대,Clown,100025,2,1,1,1000,0,0,0.2,1.5,300017,300061,0,330014,330026,10000
26,타락천사,FallenAngel,100026,3,1,1,1000,0,0,0.2,1.5,300021,300070,0,330014,330020,10000
27,이프리스,Ipris,100027,4,1,1,1000,0,0,0.2,1.5,300021,300062,0,330014,330020,10000
28,드래곤,Dragon,100028,5,1,1,1000,0,0,0.2,1.5,300023,300063,0,330016,330030,10000
29,마녀,Witch,100029,1,1,1,1000,0,0,0.2,1.5,300013,300064,0,330017,330020,10000
30,다크엘프,DarkElf,100030,4,1,1,1000,0,0,0.2,1.5,300021,300065,0,330017,330025,10000
31,오크거너,OrkGunner,100031,2,2,1,1000,0,0,0.2,1.5,300011,300034,0,330001,330018,10000
32,오크전사,OrkWarrior,100032,2,2,1,1000,0,0,0.2,1.5,300019,300036,0,330001,330022,10000
33,사이클롭스,Cyclops,100033,4,2,1,1000,0,0,0.2,1.5,300004,300037,0,330001,330022,10000
34,고블린,Goblin,100034,1,2,1,1000,0,0,0.2,1.5,300015,300038,0,330003,330018,10000
35,놀전사,NolWarrior,100035,1,2,1,1000,0,0,0.2,1.5,300004,300039,0,330003,330022,10000
36,트롤주술사,TrollShamen,100036,4,2,1,1000,0,0,0.2,1.5,300016,300040,0,330003,330026,10000
37,스파크몬,Sparkmon,100037,1,2,1,1000,0,0,0.2,1.5,300012,300041,0,330005,330026,10000
38,살라맨더,Salamander,100038,3,2,1,1000,0,0,0.2,1.5,300005,300042,0,330005,330018,10000
39,라바골렘,LavaGolem,100039,3,2,1,1000,0,0,0.2,1.5,300008,300043,0,330005,330028,10000
40,케르베로스,Cerberos,100040,1,2,1,1000,0,0,0.2,1.5,300006,300044,0,330007,330018,10000
41,발록,Balrog,100041,4,2,1,1000,0,0,0.2,1.5,300014,300045,0,330007,330028,10000
42,미노타우로스,Minotaurus,100042,2,2,1,1000,0,0,0.2,1.5,300004,300046,0,330007,330022,10000
43,사티로스,Satyr,100043,2,2,1,1000,0,0,0.2,1.5,300017,300048,0,330007,330020,10000
44,그림리퍼,GrimReaper,100044,1,2,1,1000,0,0,0.2,1.5,300007,300050,0,330009,330024,10000
45,데스나이트,DarkNight,100045,5,2,1,1000,0,0,0.2,1.5,300009,300051,0,330009,330030,10000
46,다크소울,DarkSoul,100046,3,2,1,1000,0,0,0.2,1.5,300007,300055,0,330009,330024,10000
47,스톤골렘,StoneGolem,100047,2,2,1,1000,0,0,0.2,1.5,300008,300056,0,330011,330028,10000
48,파이어데몬,FireDemon,100048,3,2,1,1000,0,0,0.2,1.5,300006,300057,0,330011,330026,10000
49,박쥐,Bat,100049,1,2,1,1000,0,0,0.2,1.5,300006,300058,0,330012,330024,10000
50,늑대,Wolf,100050,2,2,1,1000,0,0,0.2,1.5,300006,300059,0,330012,330018,10000
51,파이트베어,FightBear,100051,3,2,1,1000,0,0,0.2,1.5,300006,300060,0,330012,330022,10000
52,광대,Clown,100052,2,2,1,1000,0,0,0.2,1.5,300017,300061,0,330014,330026,10000
53,타락천사,FallenAngel,100053,3,2,1,1000,0,0,0.2,1.5,300021,300070,0,330014,330020,10000
54,이프리스,Ipris,100054,4,2,1,1000,0,0,0.2,1.5,300021,300062,0,330014,330020,10000
55,드래곤,Dragon,100055,5,2,1,1000,0,0,0.2,1.5,300023,300063,0,330016,330030,10000
56,마녀,Witch,100056,1,2,1,1000,0,0,0.2,1.5,300013,300064,0,330017,330020,10000
57,다크엘프,DarkElf,100057,4,2,1,1000,0,0,0.2,1.5,300021,300065,0,330017,330025,10000
58,오크거너,OrkGunner,100058,2,3,1,1000,0,0,0.2,1.5,300011,300034,0,330001,330018,10000
59,오크전사,OrkWarrior,100059,2,3,1,1000,0,0,0.2,1.5,300019,300036,0,330001,330022,10000
60,사이클롭스,Cyclops,100060,4,3,1,1000,0,0,0.2,1.5,300004,300037,0,330001,330022,10000
61,고블린,Goblin,100061,1,3,1,1000,0,0,0.2,1.5,300015,300038,0,330003,330018,10000
62,놀전사,NolWarrior,100062,1,3,1,1000,0,0,0.2,1.5,300004,300039,0,330003,330022,10000
63,트롤주술사,TrollShamen,100063,4,3,1,1000,0,0,0.2,1.5,300016,300040,0,330003,330026,10000
64,스파크몬,Sparkmon,100064,1,3,1,1000,0,0,0.2,1.5,300012,300041,0,330005,330026,10000
65,살라맨더,Salamander,100065,3,3,1,1000,0,0,0.2,1.5,300005,300042,0,330005,330018,10000
66,라바골렘,LavaGolem,100066,3,3,1,1000,0,0,0.2,1.5,300008,300043,0,330005,330028,10000
67,케르베로스,Cerberos,100067,1,3,1,1000,0,0,0.2,1.5,300006,300044,0,330007,330018,10000
68,발록,Balrog,100068,4,3,1,1000,0,0,0.2,1.5,300014,300045,0,330007,330028,10000
69,미노타우로스,Minotaurus,100069,2,3,1,1000,0,0,0.2,1.5,300004,300046,0,330007,330022,10000
70,사티로스,Satyr,100070,2,3,1,1000,0,0,0.2,1.5,300017,300048,0,330007,330020,10000
71,그림리퍼,GrimReaper,100071,1,3,1,1000,0,0,0.2,1.5,300007,300050,0,330009,330024,10000
72,데스나이트,DarkNight,100072,5,3,1,1000,0,0,0.2,1.5,300009,300051,0,330009,330030,10000
73,다크소울,DarkSoul,100073,3,3,1,1000,0,0,0.2,1.5,300007,300055,0,330009,330024,10000
74,스톤골렘,StoneGolem,100074,2,3,1,1000,0,0,0.2,1.5,300008,300056,0,330011,330028,10000
75,파이어데몬,FireDemon,100075,3,3,1,1000,0,0,0.2,1.5,300006,300057,0,330011,330026,10000
76,박쥐,Bat,100076,1,3,1,1000,0,0,0.2,1.5,300006,300058,0,330012,330024,10000
77,늑대,Wolf,100077,2,3,1,1000,0,0,0.2,1.5,300006,300059,0,330012,330018,10000
78,파이트베어,FightBear,100078,3,3,1,1000,0,0,0.2,1.5,300006,300060,0,330012,330022,10000
79,광대,Clown,100079,2,3,1,1000,0,0,0.2,1.5,300017,300061,0,330014,330026,10000
80,타락천사,FallenAngel,100080,3,3,1,1000,0,0,0.2,1.5,300021,300070,0,330014,330020,10000
81,이프리스,Ipris,100081,4,3,1,1000,0,0,0.2,1.5,300021,300062,0,330014,330020,10000
82,드래곤,Dragon,100082,5,3,1,1000,0,0,0.2,1.5,300023,300063,0,330016,330030,10000
83,마녀,Witch,100083,1,3,1,1000,0,0,0.2,1.5,300013,300064,0,330017,330020,10000
84,다크엘프,DarkElf,100084,4,3,1,1000,0,0,0.2,1.5,300021,300065,0,330017,330025,10000
